,Date,X,Site_Code,ID.x,Month,Pool,Gear_Type,SiteName,SiteType,Set.Time,Pull.Time,Start.Easting,Start.Northing,Stop.Easting,Stop.Northing,Depth,DO,Conductivity,Specific.Conductivity,Temperature,Turbidity,Cover,Location,Wind,Weather,Notes,Preservative,ElapsedTime.minutes.,Start.Flow,Stop.Flow,Flow,Year,ID.y,Fish_Code,Family,Length,Comments,Well_ID,Age,Growth_Rate,Hatch_Date,Hatch_Month,Stage
11,5/29/2018,167,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,628,MIS619,Centrarchidae,5.1,,7D7,21,4.117647059,5/8/2018,8-May,11.49
12,5/29/2018,154,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,624,MIS615,Centrarchidae,7.5,,7D3,13,1.733333333,5/16/2018,16-May,11.49
13,5/29/2018,155,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,625,MIS616,Centrarchidae,5.3,,7D4,15,2.830188679,5/14/2018,14-May,11.49
14,5/29/2018,156,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,623,MIS614,Centrarchidae,5.3,,7D2,15,2.830188679,5/14/2018,14-May,11.49
15,5/29/2018,157,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,622,MIS613,Centrarchidae,5.5,,7D1,20,3.636363636,5/9/2018,9-May,11.49
16,5/29/2018,158,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,627,MIS618,Centrarchidae,9,,7D6,16,1.777777778,5/13/2018,13-May,11.49
17,5/29/2018,159,BTR052918.05,1202,May,17,Light Trap,Coolegar 5,Backwater,00-Jan-00,00-Jan-00,657788,4571181,NA,NA,102,5.8,0.3781,0.3533,28.7,8.72,Woody,Open,Calm,Clear,,NA,82,0,0,0,2018,626,MIS617,Centrarchidae,5.7,,7D5,13,2.280701754,5/16/2018,16-May,11.49
18,5/29/2018,200,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,242,MIS233,Centrarchidae,4.8,,3D5,8,1.666666667,5/21/2018,21-May,11.49
19,5/29/2018,201,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,251,MIS242,Cyprinidae,8.7,,3.00E+02,24,2.75862069,5/5/2018,5-May,11.49
20,5/29/2018,202,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,249,MIS240,Percidae,8.1,Only 1 Otolith,3D12,18,2.222222222,5/11/2018,11-May,11.49
21,5/29/2018,203,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,240,MIS231,Centrarchidae,9.3,,3D3,22,2.365591398,5/7/2018,7-May,11.49
22,5/29/2018,204,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,241,MIS232,Centrarchidae,6.1,,3D4,10,1.639344262,5/19/2018,19-May,11.49
23,5/29/2018,205,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,245,MIS236,Percidae,7.2,,3D8,12,1.666666667,5/17/2018,17-May,11.49
24,5/29/2018,206,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,219,MIS210,Centrarchidae,7,,3B6,15,2.142857143,5/14/2018,14-May,11.49
25,5/29/2018,207,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,225,MIS216,Percidae,9.5,,3B12,14,1.473684211,5/15/2018,15-May,11.49
26,5/29/2018,208,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,220,MIS211,Centrarchidae,5.3,,3B7,14,2.641509434,5/15/2018,15-May,11.49
27,5/29/2018,209,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,218,MIS209,Centrarchidae,6.4,,3B5,17,2.65625,5/12/2018,12-May,11.49
28,5/29/2018,210,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,231,MIS222,Percidae,8.7,,3C6,16,1.83908046,5/13/2018,13-May,11.49
29,5/29/2018,171,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,279,MIS270,Clupeidae,6.5,,3G6,10,1.538461538,5/19/2018,19-May,11.49
30,5/29/2018,172,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,304,MIS295,Centrarchidae,4.9,,4A7,12,2.448979592,5/17/2018,17-May,11.49
31,5/29/2018,173,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,305,MIS296,Centrarchidae,4.9,,4A8,16,3.265306122,5/13/2018,13-May,11.49
32,5/29/2018,174,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,309,MIS300,Percidae,8.5,,4A12,15,1.764705882,5/14/2018,14-May,11.49
33,5/29/2018,175,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,298,MIS289,Centrarchidae,5.5,,4A1,10,1.818181818,5/19/2018,19-May,11.49
34,5/29/2018,176,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,303,MIS294,Centrarchidae,6.5,,4A6,12,1.846153846,5/17/2018,17-May,11.49
35,5/29/2018,177,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,299,MIS290,Centrarchidae,5.5,,4A2,8,1.454545455,5/21/2018,21-May,11.49
36,5/29/2018,178,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,308,MIS299,Percidae,8.9,,4A11,14,1.573033708,5/15/2018,15-May,11.49
37,5/29/2018,179,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,310,MIS301,Percidae,8.6,,4B1,12,1.395348837,5/17/2018,17-May,11.49
38,5/29/2018,180,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,312,MIS303,Percidae,8.5,,4B3,16,1.882352941,5/13/2018,13-May,11.49
39,5/29/2018,181,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,301,MIS292,Centrarchidae,6.6,,4A4,16,2.424242424,5/13/2018,13-May,11.49
40,5/29/2018,182,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,311,MIS302,Percidae,8.9,,4B2,12,1.348314607,5/17/2018,17-May,11.49
41,5/29/2018,183,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,307,MIS298,Centrarchidae,5.5,,4A10,9,1.636363636,5/20/2018,20-May,11.49
42,5/29/2018,184,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,280,MIS271,Clupeidae,6.6,,3G7,13,1.96969697,5/16/2018,16-May,11.49
43,5/29/2018,185,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,302,MIS293,Centrarchidae,4.8,,4A5,14,2.916666667,5/15/2018,15-May,11.49
44,5/29/2018,186,BTR052918.06,1203,May,17,Light Trap,Coolegar 6,Backwater,00-Jan-00,00-Jan-00,657898,4571594,NA,NA,95,3,0.3843,0.3639,27.9,7.09,Woody,Shore,Calm,Clear,,NA,70,0,0,0,2018,306,MIS297,Centrarchidae,5.1,,4A9,13,2.549019608,5/16/2018,16-May,11.49
45,5/29/2018,187,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,234,MIS225,Centrarchidae,8.2,,3C9,18,2.195121951,5/11/2018,11-May,11.49
46,5/29/2018,188,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,248,MIS239,Percidae,8,,3D11,18,2.25,5/11/2018,11-May,11.49
47,5/29/2018,189,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,244,MIS235,Percidae,9.9,baby mussels?,3D7,26,2.626262626,5/3/2018,3-May,11.49
48,5/29/2018,190,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,238,MIS229,Centrarchidae,7.8,,3D1,13,1.666666667,5/16/2018,16-May,11.49
49,5/29/2018,191,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,247,MIS238,Percidae,8.1,,3D10,14,1.728395062,5/15/2018,15-May,11.49
50,5/29/2018,192,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,246,MIS237,Percidae,8.6,,3D9,14,1.627906977,5/15/2018,15-May,11.49
51,5/29/2018,193,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,237,MIS228,Centrarchidae,4.1,,3C12,16,3.902439024,5/13/2018,13-May,11.49
52,5/29/2018,194,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,235,MIS226,Centrarchidae,6.2,,3C10,15,2.419354839,5/14/2018,14-May,11.49
53,5/29/2018,195,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,236,MIS227,Centrarchidae,7.6,,3C11,17,2.236842105,5/12/2018,12-May,11.49
54,5/29/2018,196,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,243,MIS234,Percidae,8.5,Only 1 Otolith,3D6,12,1.411764706,5/17/2018,17-May,11.49
55,5/29/2018,197,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,233,MIS224,Centrarchidae,6.3,,3C8,17,2.698412698,5/12/2018,12-May,11.49
56,5/29/2018,198,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,239,MIS230,Centrarchidae,4.8,,3D2,13,2.708333333,5/16/2018,16-May,11.49
57,5/29/2018,199,BTR052918.08,1205,May,17,Light Trap,Coolegar 8,Backwater,00-Jan-00,00-Jan-00,658655,4572959,NA,NA,77,2.5,0.4094,0.3877,27.9,8.65,Woody,Shore,Calm,Clear,,NA,62,0,0,0,2018,250,MIS241,Percidae,9,,3.00E+01,20,2.222222222,5/9/2018,9-May,11.49
58,5/29/2018,240,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,196,MIS187,Clupeidae,7.8,,2H7,10,1.282051282,5/19/2018,19-May,11.49
59,5/29/2018,241,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,208,MIS199,Centrarchidae,4.9,,3A7,16,3.265306122,5/13/2018,13-May,11.49
60,5/29/2018,242,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,199,MIS190,Clupeidae,7.6,,2H10,13,1.710526316,5/16/2018,16-May,11.49
61,5/29/2018,243,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,204,MIS195,Centrarchidae,4.4,,3A3,14,3.181818182,5/15/2018,15-May,11.49
62,5/29/2018,244,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,209,MIS200,Centrarchidae,5.8,,3A8,18,3.103448276,5/11/2018,11-May,11.49
63,5/29/2018,245,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,207,MIS198,Centrarchidae,5.6,,3A6,14,2.5,5/15/2018,15-May,11.49
64,5/29/2018,246,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,195,MIS186,Clupeidae,11.1,,2H6,14,1.261261261,5/15/2018,15-May,11.49
65,5/29/2018,247,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,198,MIS189,Clupeidae,6.4,,2H9,9,1.40625,5/20/2018,20-May,11.49
66,5/29/2018,248,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,206,MIS197,Centrarchidae,5.6,,3A5,17,3.035714286,5/12/2018,12-May,11.49
67,5/29/2018,249,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,194,MIS185,Clupeidae,8.6,,2H5,11,1.279069767,5/18/2018,18-May,11.49
68,5/29/2018,250,BTR052918.12,1209,May,17,Light Trap,Coolegar 12,Backwater,00-Jan-00,00-Jan-00,657859,4569967,NA,NA,103,6.4,0.3648,0.3502,27.2,7.17,Woody,Shore,Calm,Clear,,NA,60,0,0,0,2018,205,MIS196,Centrarchidae,5.7,,3A4,14,2.456140351,5/15/2018,15-May,11.49
69,5/29/2018,211,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,217,MIS208,Centrarchidae,6.1,,3B4,15,2.459016393,5/14/2018,14-May,11.49
70,5/29/2018,212,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,223,MIS214,Percidae,8.7,,3B10,18,2.068965517,5/11/2018,11-May,11.49
71,5/29/2018,213,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,221,MIS212,Centrarchidae,7.1,,3B8,18,2.535211268,5/11/2018,11-May,11.49
72,5/29/2018,214,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,224,MIS215,Percidae,9.9,,3B11,15,1.515151515,5/14/2018,14-May,11.49
73,5/29/2018,215,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,232,MIS223,Percidae,8.7,,3C7,16,1.83908046,5/13/2018,13-May,11.49
74,5/29/2018,216,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,222,MIS213,Centrarchidae,6.7,,3B9,17,2.537313433,5/12/2018,12-May,11.49
75,5/29/2018,217,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,214,MIS205,Centrarchidae,5.9,Only 1 Otolith,3B1,14,2.372881356,5/15/2018,15-May,11.49
76,5/29/2018,218,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,227,MIS218,Percidae,8.8,,3C2,12,1.363636364,5/17/2018,17-May,11.49
77,5/29/2018,219,BTR052918.09,1206,May,17,Light Trap,Coolegar 9,Backwater,00-Jan-00,00-Jan-00,658318,4571942,NA,NA,79,3.4,0.3916,0.3669,28.5,6.64,Both,Open,Calm,Clear,,NA,60,0,0,0,2018,228,MIS219,Percidae,9,,3C3,18,2,5/11/2018,11-May,11.49
